HST Benennung,HT Benennung,UT Benennung,Karosserie,Neupreis Brutto,Produktgruppe,Kraftstoffart,Schadstoffklasse,CCM,KW,HST PS,Getriebeart,Getriebe Benennung,Anzahl der Türen,Leergewicht,Zuladung,Zulässiges GG,Länge,Breite,Höhe,CO2-Emissionen,Min Energieeffizienzklasse,Antrieb,KSTA Motor,HST-HT Benennung
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Trendline,Bs        ,37962,T5-Klasse Pkw,BS,E6,1896,112,154,Schaltgetriebe,Getriebe 6-Gang,4,2211,905,2967.6156346708935,4852,1849,2019,218,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline,Bs        ,45294,T5-Klasse Pkw,BS,E6,1990,110,148,Schaltgetriebe,Getriebe 6-Gang,4,2243,753,3061.8487225536783,4859,1827,1938,218,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Generation Six,Bs        ,48675,T5-Klasse Pkw,BS,E6,1943,110,150,Schaltgetriebe,Getriebe 6-Gang,4,2282,768,3018.887413727754,4788,1823,1990,218,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan 70 Jahre Bulli,Bs        ,47201,T5-Klasse Pkw,BS,E6,2013,110,153,Schaltgetriebe,Getriebe 6-Gang,4,1954,1007,3096.198902266773,4927,1952,1935,210,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join,Bs        ,49453,T5-Klasse Pkw,BS,E6,1945,112,152,Schaltgetriebe,Getriebe 6-Gang,4,1984,972,3068.590854450294,4916,1872,2026,210,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana,Bs        ,50795,T5-Klasse Pkw,BS,E6,1938,109,154,Schaltgetriebe,Getriebe 6-Gang,4,2266,823,3046.890760991201,4886,1895,1933,210,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,51605,T5-Klasse Pkw,BS,E6,1956,111,152,Schaltgetriebe,Getriebe 6-Gang,4,2165,724,2957.0835107892303,4658,1946,1954,210,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang,Bs        ,54560,T5-Klasse Pkw,BS,E6,1946,110,155,Schaltgetriebe,Getriebe 6-Gang,4,2127,960,3099.520813153321,5162,1883,2000,212,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Highline,Bs        ,57729,T5-Klasse Pkw,BS,E6,1966,106,154,Schaltgetriebe,Getriebe 6-Gang,4,2317,707,3033.0833913047786,4994,1871,1980,218,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Business,Bs        ,97850,T5-Klasse Pkw,BS,E6,2029,106,152,Schaltgetriebe,Getriebe 6-Gang,4,2362,605,3006.9767971978567,4948,1900,1931,218,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline,Bs        ,53518,T5-Klasse Pkw,BS,E6,2017,153,203,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2309,807,3035.0617042892495,4850,1867,2019,213,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Generation Six,Bs        ,54915,T5-Klasse Pkw,BS,E6,1967,151,205,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2262,790,3085.2809486073056,5012,1878,1926,213,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan 70 Jahre Bulli,Bs        ,56126,T5-Klasse Pkw,BS,E6,1966,150,199,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2117,1039,3079.0295379331014,4869,1870,2003,206,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join,Bs        ,56889,T5-Klasse Pkw,BS,E6,1977,153,206,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2009,996,3104.7627652367505,5075,1885,1980,206,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline 4Motion,Bs        ,54557,T5-Klasse Pkw,BS,E6,1964,150,204,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2408,707,3157.991139529715,4947,1975,2005,218,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana,Bs        ,56155,T5-Klasse Pkw,BS,E6,2031,149,202,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2322,789,3006.2140223741867,4790,1881,2009,206,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Generation Six 4Motion,Bs        ,57651,T5-Klasse Pkw,BS,E6,1960,150,205,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2436,656,3074.489338560001,4882,1864,1975,218,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,58114,T5-Klasse Pkw,BS,E6,2033,150,198,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2227,835,3136.962625302362,5149,1870,1947,206,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan 70 Jahre Bulli 4Motion,Bs        ,58837,T5-Klasse Pkw,BS,E6,2015,155,205,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2143,918,3112.503355985736,5065,1927,1955,212,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join 4Motion,Bs        ,60107,T5-Klasse Pkw,BS,E6,1998,150,206,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2070,891,3075.17677747294,4894,1864,1981,212,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang,Bs        ,61870,T5-Klasse Pkw,BS,E6,2003,151,202,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2079,929,3098.605996725446,5136,1851,2015,209,D,FA        ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana 4Motion,Bs        ,61210,T5-Klasse Pkw,BS,E6,1989,144,210,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2425,654,3038.877197337374,4912,1925,1910,212,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition 4Motion,Bs        ,61292,T5-Klasse Pkw,BS,E6,1940,153,197,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2377,682,3059.234939858951,4791,1927,1983,212,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang 4Motion,Bs        ,60179,T5-Klasse Pkw,BS,E6,1969,147,207,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2234,847,3161.9924271271016,5370,1956,1962,216,D,A         ,STANDARD ->B,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Conceptline,Bs        ,29812,T5-Klasse Pkw,D ,E6,1986,61,83,Schaltgetriebe,Getriebe 5-Gang,4,2018,1061,3022.8690332941514,4807,1840,2048,156,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Trendline,Bs        ,36387,T5-Klasse Pkw,D ,E6,2033,62,82,Schaltgetriebe,Getriebe 5-Gang,4,1884,1073,3005.439174927919,4906,1861,2000,156,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Citroen,Spacetourer (06.2016->),Feel M (L2),Bs        ,37211,T5-Klasse Pkw,D ,E6,1562,69,95,Schaltgetriebe,Getriebe 5-Gang,4,1618,1012,2567.862756190343,4975,1917,1962,148,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,35700,T5-Klasse Pkw,D ,E6,1562,69,95,Schaltgetriebe,Getriebe 5-Gang,4,1633,1003,2677.4259757910872,4848,1897,1979,148,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Conceptline,Bs        ,33947,T5-Klasse Pkw,D ,E6,1951,74,104,Schaltgetriebe,Getriebe 5-Gang,4,2097,960,3041.3272692656365,4847,1966,1933,156,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Opel,Zafira Life (2019->),M  Selection (L2),Bs        ,34674,T5-Klasse Pkw,D ,6T,1508,75,100,Schaltgetriebe,Getriebe 6-Gang,4,1712,1116,2727.1055195909657,5043,2009,1907,130,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Citroen,Spacetourer (06.2016->),Feel M (L2),Bs        ,36278,T5-Klasse Pkw,D ,6T,1490,74,99,Schaltgetriebe,Getriebe 5-Gang,4,1703,1024,2673.735825936934,4976,1863,1994,137,C,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,35690,T5-Klasse Pkw,D ,6T,1484,75,99,Schaltgetriebe,Getriebe 6-Gang,4,2094,571,2722.045119340157,5019,1940,1968,137,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Trendline,Bs        ,37925,T5-Klasse Pkw,D ,E6,1912,74,101,Schaltgetriebe,Getriebe 5-Gang,4,2031,913,2912.4332486483986,4917,1965,2029,159,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Trendline,Bs        ,39436,T5-Klasse Pkw,D ,6T,1970,76,104,Schaltgetriebe,Getriebe 5-Gang,4,1911,1035,2993.567871578239,4778,1908,2019,173,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline,Bs        ,46789,T5-Klasse Pkw,D ,E6,1917,75,103,Schaltgetriebe,Getriebe 5-Gang,4,2133,810,2988.6825228288462,4744,1946,1958,159,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline,Bs        ,47475,T5-Klasse Pkw,D ,6T,2001,76,103,Schaltgetriebe,Getriebe 5-Gang,4,1925,1017,2928.653652604224,4950,1888,1942,173,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan 70 Jahre Bulli,Bs        ,47620,T5-Klasse Pkw,D ,E6,1979,75,101,Schaltgetriebe,Getriebe 5-Gang,4,1942,1069,3044.0159868608484,4885,1967,1926,156,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join,Bs        ,50155,T5-Klasse Pkw,D ,E6,1960,75,98,Schaltgetriebe,Getriebe 5-Gang,4,1987,1038,2972.306096693867,4950,1861,2020,156,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline lang,Bs        ,48590,T5-Klasse Pkw,D ,6T,1941,73,97,Schaltgetriebe,Getriebe 5-Gang,4,2092,1037,2991.85858896303,5392,1921,1903,178,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join,Bs        ,49406,T5-Klasse Pkw,D ,6T,2051,77,100,Schaltgetriebe,Getriebe 5-Gang,4,1938,1053,2958.270751023487,4755,1905,2031,173,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,50284,T5-Klasse Pkw,D ,E6,1987,73,100,Schaltgetriebe,Getriebe 5-Gang,4,2180,773,2931.3513477986758,5042,1917,1930,158,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,49416,T5-Klasse Pkw,D ,6T,1996,74,104,Schaltgetriebe,Getriebe 5-Gang,4,1902,1043,3011.9639143913655,4867,1918,2018,173,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang,Bs        ,54700,T5-Klasse Pkw,D ,E6,1923,76,103,Schaltgetriebe,Getriebe 5-Gang,4,2077,1003,3040.2050208693813,5242,1918,1951,164,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Family FWD,Bs        ,36412,T5-Klasse Pkw,D ,6T,1960,76,113,Schaltgetriebe,Getriebe 5-Gang,4,1960,1055,3005.172153602552,5038,1953,1965,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Caravelle (SH)(10.2019->),Caravelle EcoProfi FWD,Bs        ,40207,T5-Klasse Pkw,D ,6T,1953,83,107,Schaltgetriebe,Getriebe 5-Gang,4,1714,1280,3234.0,5014,1910,1890,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Caravelle (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Trendline FWD,Bs        ,40836,T5-Klasse Pkw,D ,6T,2002,79,109,Schaltgetriebe,Getriebe 5-Gang,4,1925,1043,2952.165902450772,4997,1884,1997,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Caravelle (SH)(10.2019->),Caravelle EcoProfi lang FWD,Bs        ,42234,T5-Klasse Pkw,D ,6T,1943,82,112,Schaltgetriebe,Getriebe 5-Gang,4,1919,1204,3205.3924894974216,5411,1915,1977,167,C,FA        ,STANDARD ->D,Volkswagen-T6.1 Caravelle (SH)(10.2019->)
Volkswagen,T6.1 Caravelle (SH)(10.2019->),Caravelle Trendline FWD,Bs        ,44174,T5-Klasse Pkw,D ,6T,1925,79,104,Schaltgetriebe,Getriebe 5-Gang,4,1785,1258,3118.702790655402,4948,1886,1971,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Caravelle (SH)(10.2019->)
Volkswagen,T6.1 Caravelle (SH)(10.2019->),Caravelle Trendline lang FWD,Bs        ,45357,T5-Klasse Pkw,D ,6T,1960,82,111,Schaltgetriebe,Getriebe 5-Gang,4,1797,1228,3106.9930162036044,5480,1988,2040,167,C,FA        ,STANDARD ->D,Volkswagen-T6.1 Caravelle (SH)(10.2019->)
Volkswagen,T6.1 Caravelle (SH)(10.2019->),Caravelle Comfortline FWD,Bs        ,45823,T5-Klasse Pkw,D ,6T,1977,80,112,Schaltgetriebe,Getriebe 5-Gang,4,1791,1275,3184.3220557388795,4920,1930,2030,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Caravelle (SH)(10.2019->)
Volkswagen,T6.1 Caravelle (SH)(10.2019->),Caravelle Comfortline lang FWD,Bs        ,46987,T5-Klasse Pkw,D ,6T,1925,82,109,Schaltgetriebe,Getriebe 5-Gang,4,1875,1245,2949.024623649853,5472,1957,1942,167,C,FA        ,STANDARD ->D,Volkswagen-T6.1 Caravelle (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Comfortline FWD,Bs        ,48459,T5-Klasse Pkw,D ,6T,1978,82,112,Schaltgetriebe,Getriebe 5-Gang,4,1937,1075,2943.648168786291,4888,1921,1942,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Edition FWD,Bs        ,51891,T5-Klasse Pkw,D ,6T,2002,82,111,Schaltgetriebe,Getriebe 5-Gang,4,1890,1033,2850.0,4855,1853,1920,167,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Comfortline lang FWD,Bs        ,50775,T5-Klasse Pkw,D ,6T,1979,79,108,Schaltgetriebe,Getriebe 5-Gang,4,2143,998,3115.076065714862,5342,1893,1992,172,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Trendline,Bs        ,38571,T5-Klasse Pkw,D ,E6,1948,82,117,Schaltgetriebe,Getriebe 5-Gang,4,2129,934,3012.3183973103396,4735,1862,1959,161,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Trendline,Bs        ,38621,T5-Klasse Pkw,D ,6T,1989,83,115,Schaltgetriebe,Getriebe 5-Gang,4,1951,1025,3027.8732750775234,5049,1893,1971,172,C,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline,Bs        ,44703,T5-Klasse Pkw,D ,E6,2020,82,110,Schaltgetriebe,Getriebe 5-Gang,4,2214,807,2909.835888412915,4834,1945,1941,161,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline,Bs        ,47052,T5-Klasse Pkw,D ,6T,1949,84,116,Schaltgetriebe,Getriebe 5-Gang,4,1902,1106,2962.7452071949633,4914,1882,1915,172,C,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana,Bs        ,47621,T5-Klasse Pkw,D ,E6,1970,81,114,Schaltgetriebe,Getriebe 5-Gang,4,2238,861,3057.69898930222,4794,1919,1873,161,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan 70 Jahre Bulli,Bs        ,49773,T5-Klasse Pkw,D ,E6,1873,87,112,Schaltgetriebe,Getriebe 5-Gang,4,1951,1070,2986.8276231247855,5149,1896,1924,162,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana,Bs        ,50087,T5-Klasse Pkw,D ,6T,1963,85,111,Schaltgetriebe,Getriebe 5-Gang,4,1945,1047,2972.4314656140937,5061,1904,1989,172,C,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join,Bs        ,51085,T5-Klasse Pkw,D ,E6,2028,84,112,Schaltgetriebe,Getriebe 5-Gang,4,1921,1055,3072.8412859125788,4893,1839,1980,159,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join,Bs        ,48710,T5-Klasse Pkw,D ,6T,1923,85,114,Schaltgetriebe,Getriebe 5-Gang,4,1946,1074,2952.010841307564,4872,1888,1992,172,C,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline lang,Bs        ,50062,T5-Klasse Pkw,D ,6T,1997,86,113,Schaltgetriebe,Getriebe 5-Gang,4,2112,1018,3060.778701965698,5554,1895,2002,178,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,52587,T5-Klasse Pkw,D ,E6,1971,83,115,Schaltgetriebe,Getriebe 5-Gang,4,2233,763,2923.4020332755385,5108,1901,2012,161,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,53022,T5-Klasse Pkw,D ,6T,1954,83,113,Schaltgetriebe,Getriebe 5-Gang,4,1881,1087,2916.7762452783213,5013,1929,1938,172,C,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang,Bs        ,53306,T5-Klasse Pkw,D ,E6,1942,83,117,Schaltgetriebe,Getriebe 5-Gang,4,2096,1001,3078.1488914499005,5430,1944,1958,167,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Citroen,Spacetourer (06.2016->),Business XS (L1),Bs        ,34750,T5-Klasse Pkw,D ,E6,1543,82,112,Schaltgetriebe,Getriebe 6-Gang,4,1599,1025,2637.130170958237,4692,1939,1911,133,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Business L1,Bs        ,34684,T5-Klasse Pkw,D ,E6,1554,86,119,Schaltgetriebe,Getriebe 6-Gang,4,1624,1024,2705.577283925284,4711,1947,2037,133,A+,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Feel M (L2),Bs        ,36711,T5-Klasse Pkw,D ,E6,1638,86,113,Schaltgetriebe,Getriebe 6-Gang,4,1625,1047,2704.965204056813,5107,1991,1937,137,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,37208,T5-Klasse Pkw,D ,E6,1511,84,116,Schaltgetriebe,Getriebe 6-Gang,4,1648,1038,2685.66015390915,5049,1949,1905,137,A+,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Feel XL (L3),Bs        ,37740,T5-Klasse Pkw,D ,E6,1558,87,116,Schaltgetriebe,Getriebe 6-Gang,4,1667,1004,2773.2054746040662,5352,1905,1993,137,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Business L1,Bs        ,34648,T5-Klasse Pkw,D ,6T,1496,89,118,Schaltgetriebe,Getriebe 6-Gang,4,1753,950,2716.4788500862023,4623,1872,1903,127,A+,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Business L1,Bs        ,35925,T5-Klasse Pkw,D ,6D,1499,86,116,Schaltgetriebe,Getriebe 6-Gang,4,1712,917,2661.9587079167027,4483,1915,1979,127,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Business XS (L1),Bs        ,35339,T5-Klasse Pkw,D ,6T,1573,87,122,Schaltgetriebe,Getriebe 6-Gang,4,1696,947,2702.0281303169572,4534,1895,1971,127,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Business XS (L1),Bs        ,34916,T5-Klasse Pkw,D ,6D,1479,87,121,Schaltgetriebe,Getriebe 6-Gang,4,1690,959,2691.1311188477316,4608,1975,1996,129,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Opel,Zafira Life (2019->),M  Selection (L2),Bs        ,35309,T5-Klasse Pkw,D ,6T,1479,85,121,Schaltgetriebe,Getriebe 6-Gang,4,1740,960,2609.728748779716,5041,2035,1861,126,A+,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),L  Selection (L3),Bs        ,37966,T5-Klasse Pkw,D ,6T,1507,88,122,Schaltgetriebe,Getriebe 6-Gang,4,1726,964,2737.7892919894243,5389,1971,1832,126,A+,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,38710,T5-Klasse Pkw,D ,6T,1515,91,119,Schaltgetriebe,Getriebe 6-Gang,4,2076,565,2730.02113172502,4939,1957,1989,126,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,36915,T5-Klasse Pkw,D ,6D,1520,86,120,Schaltgetriebe,Getriebe 6-Gang,4,2106,592,2771.8213778363697,4906,1889,2045,126,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Feel M (L2),Bs        ,38649,T5-Klasse Pkw,D ,6T,1450,90,122,Schaltgetriebe,Getriebe 6-Gang,4,1759,948,2750.9136593868097,4897,1881,1852,128,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Feel M (L2),Bs        ,37762,T5-Klasse Pkw,D ,6D,1508,89,122,Schaltgetriebe,Getriebe 6-Gang,4,1804,912,2715.9961192239066,4850,1904,1947,128,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Opel,Zafira Life (2019->),S  Edition (L1),Bs        ,37847,T5-Klasse Pkw,D ,6T,1487,86,118,Schaltgetriebe,Getriebe 6-Gang,4,1710,947,2691.4039913030006,4561,2044,1921,126,A+,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Citroen,Spacetourer (06.2016->),Feel XL (L3),Bs        ,40285,T5-Klasse Pkw,D ,6T,1456,90,121,Schaltgetriebe,Getriebe 6-Gang,4,1749,979,2809.384495746408,5311,1953,1945,129,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Feel XL (L3),Bs        ,39165,T5-Klasse Pkw,D ,6D,1458,91,119,Schaltgetriebe,Getriebe 6-Gang,4,1708,1014,2675.8436276999096,5350,1956,1978,129,A+,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Opel,Zafira Life (2019->),M  Edition (L2),Bs        ,39150,T5-Klasse Pkw,D ,6T,1535,88,124,Schaltgetriebe,Getriebe 6-Gang,4,1651,941,2598.7517993588644,4990,1997,1901,126,A+,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),L  Edition (L3),Bs        ,40816,T5-Klasse Pkw,D ,6T,1503,86,116,Schaltgetriebe,Getriebe 6-Gang,4,1772,982,2662.54421624683,5332,1988,1894,126,A+,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
