HST Benennung,HT Benennung,UT Benennung,Karosserie,Neupreis Brutto,Produktgruppe,Kraftstoffart,Schadstoffklasse,CCM,KW,HST PS,Getriebeart,Getriebe Benennung,Anzahl der Türen,Leergewicht,Zuladung,Zulässiges GG,Länge,Breite,Höhe,CO2-Emissionen,Min Energieeffizienzklasse,Antrieb,KSTA Motor,HST-HT Benennung
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana 4Motion,Bs        ,55942,T5-Klasse Pkw,D ,E6,1994,109,151,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2367,688,3005.575337283753,4804,1837,1964,163,A,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline lang 4Motion,Bs        ,57038,T5-Klasse Pkw,D ,6T,1981,108,147,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2191,844,3082.105149333502,5343,1877,1978,209,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Comfortline lang 4Motion,Bs        ,56282,T5-Klasse Pkw,D ,6T,1992,112,154,Schaltgetriebe,Getriebe 6-Gang,4,2288,807,3008.5198790246127,5383,1971,1990,204,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join 4Motion,Bs        ,58136,T5-Klasse Pkw,D ,6T,1965,109,154,Schaltgetriebe,Getriebe 6-Gang,4,2179,904,3133.0582056325734,4928,1953,1953,203,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join 4Motion,Bs        ,56121,T5-Klasse Pkw,D ,6T,1954,107,147,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2248,875,3071.959806650356,5067,1895,1954,206,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,57656,T5-Klasse Pkw,D ,E6,1951,110,151,Schaltgetriebe,Getriebe 6-Gang,4,2299,715,2930.0872628658353,4904,1856,1899,164,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition,Bs        ,57836,T5-Klasse Pkw,D ,E6,2007,111,147,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2341,714,2988.846741479624,4796,1835,2016,158,A,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana 4Motion,Bs        ,57645,T5-Klasse Pkw,D ,6T,1921,113,151,Schaltgetriebe,Getriebe 6-Gang,4,2276,884,3138.1948064319745,4854,1894,1957,203,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan PanAmericana 4Motion,Bs        ,57986,T5-Klasse Pkw,D ,6T,2007,111,151,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2204,901,3063.2872514515316,4767,1883,1979,206,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Generation Six 4MOTION,Bs        ,57518,T5-Klasse Pkw,D ,6T,1950,108,151,Schaltgetriebe,Getriebe 6-Gang,4,2219,891,3033.5908225552116,4967,1912,2022,193,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Generation Six 4MOTION,Bs        ,59146,T5-Klasse Pkw,D ,6T,1935,109,154,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2124,875,3101.92363569735,4892,1908,2018,190,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang,Bs        ,56909,T5-Klasse Pkw,D ,E6,2059,113,146,Schaltgetriebe,Getriebe 6-Gang,4,2150,976,3184.142943435228,5223,1854,1983,167,B,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang,Bs        ,57378,T5-Klasse Pkw,D ,E6,1911,109,149,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2106,955,3087.195394332908,5325,1918,1984,161,A,FA        ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition 4Motion,Bs        ,56471,T5-Klasse Pkw,D ,E6,1914,111,146,Schaltgetriebe,Getriebe 6-Gang,4,2424,698,3103.208324734472,4999,1841,2017,176,B,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition 4Motion,Bs        ,57655,T5-Klasse Pkw,D ,E6,1917,106,147,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2350,654,3003.338665548788,4858,1943,1979,167,A,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Edition 4MOTION,Bs        ,58948,T5-Klasse Pkw,D ,6T,1899,110,150,Schaltgetriebe,Getriebe 6-Gang,4,2153,887,3066.034479276042,4922,1908,1900,193,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Edition 4MOTION,Bs        ,59380,T5-Klasse Pkw,D ,6T,1949,107,151,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2120,886,3081.33880643554,4826,1934,1943,190,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Comfortline lang 4MOTION,Bs        ,56920,T5-Klasse Pkw,D ,6T,2022,114,147,Schaltgetriebe,Getriebe 6-Gang,4,2248,856,2982.11385090417,5325,1949,1938,196,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Comfortline lang 4MOTION,Bs        ,57703,T5-Klasse Pkw,D ,6T,2022,114,148,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2297,834,3101.8016294941654,5429,1955,2069,193,B,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition 4Motion,Bs        ,58764,T5-Klasse Pkw,D ,6T,1962,108,147,Schaltgetriebe,Getriebe 6-Gang,4,2203,903,3187.126171607696,4969,1919,1886,203,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Edition 4Motion,Bs        ,60161,T5-Klasse Pkw,D ,6T,1969,112,153,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2192,858,3141.821889035736,4912,1885,1935,206,C,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang 4Motion,Bs        ,62221,T5-Klasse Pkw,D ,E6,1896,113,150,Schaltgetriebe,Getriebe 6-Gang,4,2229,838,3213.1453311079017,5139,1947,1952,176,B,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6 Bus (SG)(05.2015->),Multivan Join lang 4Motion,Bs        ,58743,T5-Klasse Pkw,D ,E6,1969,110,150,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2177,831,3027.5001087295636,5338,1869,1960,170,A,A         ,STANDARD ->D,Volkswagen-T6 Bus (SG)(05.2015->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Cruise FWD,Bs        ,60688,T5-Klasse Pkw,D ,6T,2009,111,147,Schaltgetriebe,Getriebe 6-Gang,4,2086,962,3036.339150107528,4878,1916,1884,171,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Cruise FWD,Bs        ,59055,T5-Klasse Pkw,D ,6T,1974,111,144,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2066,953,3008.152663125847,4792,1951,1937,164,B,FA        ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Cruise 4MOTION,Bs        ,63167,T5-Klasse Pkw,D ,6T,1974,109,154,Schaltgetriebe,Getriebe 6-Gang,4,2232,898,3044.6531273772134,4755,1947,1915,193,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Volkswagen,T6.1 Multivan (SH)(10.2019->),Multivan Cruise 4MOTION,Bs        ,65622,T5-Klasse Pkw,D ,6T,1928,112,151,Automatikgetriebe,Getriebe 7-Gang - Doppelkupplungsgetriebe DSG,4,2103,890,2991.1596413706793,4878,1897,1944,190,C,A         ,STANDARD ->D,Volkswagen-T6.1 Multivan (SH)(10.2019->)
Mercedes-Benz,V,V 200/220 d RISE kompakt (447.811),Bs        ,36103,T5-Klasse Pkw,D ,E6,2155,119,160,Schaltgetriebe,Getriebe 6-Gang - TSG (Eco Gear),4,2094,975,3033.737200213151,4962,1917,1793,159,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 200/220 d RISE kompakt (447.811),Bs        ,36282,T5-Klasse Pkw,D ,E6,2119,122,166,Automatikgetriebe,Getriebe Automatik GTronic - (7-Stufen),4,2025,1041,3045.130140082726,4952,1844,1828,154,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 200/220 d RISE lang (447.813),Bs        ,37870,T5-Klasse Pkw,D ,E6,2120,122,159,Schaltgetriebe,Getriebe 6-Gang - TSG (Eco Gear),4,2058,1008,3117.027098027471,5079,1935,1786,159,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 200/220 d RISE lang (447.813),Bs        ,36542,T5-Klasse Pkw,D ,E6,2186,116,163,Automatikgetriebe,Getriebe Automatik GTronic - (7-Stufen),4,2095,989,3069.09042793584,5189,1921,1849,154,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION kompakt (447.811),Bs        ,50860,T5-Klasse Pkw,D ,6T,1936,119,166,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2089,955,3103.3353414364205,5079,1943,1913,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION lang (447.813),Bs        ,50556,T5-Klasse Pkw,D ,6T,1862,122,165,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2161,942,3098.516160071471,5133,1849,1839,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d kompakt (447.811),Bs        ,49946,T5-Klasse Pkw,D ,6T,1976,119,168,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2182,964,3204.3985754643986,4734,1957,1946,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION extralang (447.815),Bs        ,52259,T5-Klasse Pkw,D ,6T,1932,120,163,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2181,896,3034.1617471510112,5238,1852,1871,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d lang (447.813),Bs        ,51967,T5-Klasse Pkw,D ,6T,1966,120,164,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2181,979,3103.1427242307122,5172,1968,1831,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d extralang (447.815),Bs        ,53004,T5-Klasse Pkw,D ,6T,1936,121,163,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2262,928,3074.7362991394534,5427,1979,1861,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 19 kompakt (447.811),Bs        ,52542,T5-Klasse Pkw,D ,6T,1977,119,160,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2129,962,3130.7698693580282,4928,1965,1907,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 4MATIC kompakt (447.811),Bs        ,52962,T5-Klasse Pkw,D ,6T,1985,116,166,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2263,887,3151.356195725885,4904,1982,1884,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 19 lang (447.813),Bs        ,55656,T5-Klasse Pkw,D ,6T,1909,121,159,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2094,997,3068.538768938078,4989,1848,1893,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 4MATIC lang (447.813),Bs        ,53294,T5-Klasse Pkw,D ,6T,1971,125,161,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2195,885,2945.0,5086,1980,1884,177,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d 4MATIC kompakt (447.811),Bs        ,53451,T5-Klasse Pkw,D ,6T,1963,118,168,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2201,905,3132.193750399591,4838,1952,1891,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 19 extralang (447.815),Bs        ,55521,T5-Klasse Pkw,D ,6T,1865,123,164,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2240,934,3110.468662045624,5369,1898,1845,157,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 4MATIC extralang (447.815),Bs        ,55412,T5-Klasse Pkw,D ,6T,1965,118,164,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2251,864,2989.196904612675,5386,1903,1936,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d 4MATIC lang (447.813),Bs        ,55907,T5-Klasse Pkw,D ,6T,1911,121,157,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2171,839,3188.642846555168,5088,1908,1868,177,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d 4MATIC extralang (447.815),Bs        ,55967,T5-Klasse Pkw,D ,6T,1915,119,167,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2264,879,3144.2318852209287,5222,1943,1911,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 19 4MATIC kompakt (447.811),Bs        ,57453,T5-Klasse Pkw,D ,6T,1940,122,163,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2223,886,3124.5455643058617,4930,1996,1851,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 19 4MATIC lang (447.813),Bs        ,57121,T5-Klasse Pkw,D ,6T,1932,118,166,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2218,872,3126.344542701967,5382,1923,1851,177,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d EDITION 19 4MATIC extralang (447.815),Bs        ,60344,T5-Klasse Pkw,D ,6T,1993,119,159,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2260,830,3062.08494731373,5187,1922,1934,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d AVANTGARDE 4MATIC extralang (447.815),Bs        ,63567,T5-Klasse Pkw,D ,6T,1989,121,159,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2239,858,3075.5151801631096,5400,1970,1863,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d AVANTGARDE EDITION 4MATIC extralang (447.815,Bs        ,65751,T5-Klasse Pkw,D ,6T,1949,118,159,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2357,857,3158.061562373813,5278,1899,1814,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250/300 d AVANTGARDE EDITION 19 4M extralang (447.815),Bs        ,68691,T5-Klasse Pkw,D ,6T,2022,116,162,Automatikgetriebe,Getriebe Automatik GTronic - (9-Stufen),4,2209,830,3116.8989505590403,5464,1850,1870,176,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250 d EXCLUSIVE EDITION lang (447.813),Bs        ,78380,T5-Klasse Pkw,D ,E6,2155,125,165,Automatikgetriebe,Getriebe Automatik GTronic - (7-Stufen),4,2156,983,3069.702234095932,5017,1911,1917,154,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250 d EXCLUSIVE EDITION 4MATIC lang (447.813),Bs        ,81231,T5-Klasse Pkw,D ,E6,2119,121,163,Automatikgetriebe,Getriebe Automatik GTronic - (7-Stufen),4,2188,925,3153.7007588673996,5161,1943,1908,177,B,A         ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250 d EXCLUSIVE lang (447.813),Bs        ,84017,T5-Klasse Pkw,D ,E6,2182,116,168,Automatikgetriebe,Getriebe Automatik GTronic - (7-Stufen),4,2171,1006,3151.2962175856765,5183,1892,1893,154,A,HA        ,STANDARD ->D,Mercedes-Benz-V
Mercedes-Benz,V,V 220/250 d EXCLUSIVE 4MATIC lang (447.813),Bs        ,85714,T5-Klasse Pkw,D ,E6,2093,118,163,Automatikgetriebe,Getriebe Automatik GTronic - (7-Stufen),4,2209,878,3125.2396688925355,5339,1963,1906,177,B,A         ,STANDARD ->D,Mercedes-Benz-V
Opel,Zafira Life (2019->),M  Selection (L2),Bs        ,41208,T5-Klasse Pkw,D ,6T,1981,130,173,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1775,965,2737.3640198246953,4833,2059,1903,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),L  Selection (L3),Bs        ,41659,T5-Klasse Pkw,D ,6T,2018,135,178,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1861,1013,2818.0920025388505,5363,2038,1935,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),S  Edition (L1),Bs        ,42856,T5-Klasse Pkw,D ,6T,1995,131,176,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1777,977,2782.3607556952143,4756,2013,1920,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),M  Edition (L2),Bs        ,44307,T5-Klasse Pkw,D ,6T,1936,133,177,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1723,1011,2841.612848743612,5136,1981,1880,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),L  Edition (L3),Bs        ,45558,T5-Klasse Pkw,D ,6T,1973,128,171,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1828,974,2785.2156901339795,5345,1981,1984,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),M  Tourer (L2),Bs        ,48734,T5-Klasse Pkw,D ,6T,2002,129,171,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1740,987,2870.58997038417,5079,2084,1915,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),L  Tourer (L3),Bs        ,49670,T5-Klasse Pkw,D ,6T,2029,127,180,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1780,1004,2834.7920921405134,5444,2017,1886,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),S  INNOVATION (L1),Bs        ,49716,T5-Klasse Pkw,D ,6T,1944,129,174,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1830,929,2875.9919527236457,4623,2003,1893,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),M  INNOVATION (L2),Bs        ,50493,T5-Klasse Pkw,D ,6T,2013,129,179,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1792,977,2847.677680606072,4872,1999,1795,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Opel,Zafira Life (2019->),L  INNOVATION (L3),Bs        ,52072,T5-Klasse Pkw,D ,6T,2030,131,179,Automatikgetriebe,Getriebe Automatik - mit Start-/Stop (8-Stufen),4,1796,984,2844.4392795010376,5227,2103,1899,143,A,FA        ,STANDARD ->D,Opel-Zafira Life (2019->)
Citroen,Spacetourer (06.2016->),Business XS (L1),Bs        ,37363,T5-Klasse Pkw,D ,E6,1981,131,174,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1699,999,2699.255699528974,4643,1966,1919,151,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Business L1,Bs        ,38705,T5-Klasse Pkw,D ,E6,1897,133,180,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1658,1011,2677.989621653575,4760,1932,1967,151,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Business M (L2),Bs        ,39362,T5-Klasse Pkw,D ,E6,1922,130,180,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1767,1022,2771.4468237234996,5045,1894,1951,155,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Business L2,Bs        ,40012,T5-Klasse Pkw,D ,E6,2001,130,182,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1724,1008,2796.2449700474863,4872,1921,1947,151,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Business L1,Bs        ,40109,T5-Klasse Pkw,D ,6T,1948,127,182,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1768,955,2759.191510393653,4779,2016,1942,162,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Business L1,Bs        ,40788,T5-Klasse Pkw,D ,6D,1973,137,176,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1798,947,2752.8076759670444,4744,1924,1976,162,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Business XS (L1),Bs        ,38333,T5-Klasse Pkw,D ,6T,1955,132,179,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1849,945,2902.3722695630117,4669,1939,1972,162,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Business XS (L1),Bs        ,38891,T5-Klasse Pkw,D ,6D,1965,131,175,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1846,975,2819.5975230153026,4391,1961,1881,162,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Business L2,Bs        ,42315,T5-Klasse Pkw,D ,6T,2025,127,178,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1831,944,2841.026874898042,4885,1859,1929,161,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Business L2,Bs        ,40824,T5-Klasse Pkw,D ,6D,2021,130,180,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1816,949,2843.5638139828634,4957,1964,1908,161,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Business L3,Bs        ,41165,T5-Klasse Pkw,D ,E6,2033,128,176,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1852,1052,2864.7536654217115,5350,1945,1908,155,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Business M (L2),Bs        ,41199,T5-Klasse Pkw,D ,6T,2060,133,180,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1749,930,2732.7853232145562,5099,1857,1980,161,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Business M (L2),Bs        ,41298,T5-Klasse Pkw,D ,6D,1973,131,175,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1925,930,2851.526161546207,5206,1937,1927,161,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Business L3,Bs        ,39540,T5-Klasse Pkw,D ,6T,1998,127,173,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,2242,944,2859.7708391571073,5264,1934,1894,162,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Business L3,Bs        ,40597,T5-Klasse Pkw,D ,6D,1975,132,183,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1831,948,2836.753055642036,5132,1963,1983,162,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Citroen,Spacetourer (06.2016->),Business XL (L3),Bs        ,41361,T5-Klasse Pkw,D ,6T,1925,135,174,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1828,970,2733.6465306527543,5300,1968,1914,162,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Business XL (L3),Bs        ,41072,T5-Klasse Pkw,D ,6D,2024,130,185,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1832,977,2807.4666845790903,5200,1923,1902,162,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Citroen,Spacetourer (06.2016->),Feel M (L2),Bs        ,42614,T5-Klasse Pkw,D ,E6,1975,131,176,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1710,1008,2692.97474606853,5008,1905,1937,151,A,FA        ,STANDARD ->D,Citroen-Spacetourer (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,41801,T5-Klasse Pkw,D ,E6,2040,133,176,Automatikgetriebe,Getriebe Automatik - (6-Stufen),4,1743,1029,2830.2287739448184,4745,1870,1975,151,A,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,42167,T5-Klasse Pkw,D ,6T,1968,134,177,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1878,940,2701.650103430124,4918,1916,1984,161,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
Peugeot,Traveller (06.2016->),Active L2,Bs        ,42188,T5-Klasse Pkw,D ,6D,2003,132,175,Automatikgetriebe,Getriebe Automatik - (8-Stufen),4,1800,977,2747.146863018635,4963,1920,1977,161,B,FA        ,STANDARD ->D,Peugeot-Traveller (06.2016->)
